run_id,model,surface,real_split,layer,normalized_depth,overlap_template_eta2,overlap_source_eta2,real_template_eta2,real_root_eta2,real_family_eta2,real_affix_eta2
REP01_E07,Fanar-1-9B,base,item,0,0.0,0.05214267364220368,0.02879137750698542,0.15978666658784058,0.8204287826025164,nan,nan
REP01_E07,Fanar-1-9B,base,item,1,0.023809523809523808,0.0507921079903321,0.02596658539214812,0.16551359295440984,0.817307983999475,nan,nan
REP01_E07,Fanar-1-9B,base,item,2,0.047619047619047616,0.05311889247791052,0.02832360228700902,0.1630475287325365,0.8235608961965841,nan,nan
REP01_E07,Fanar-1-9B,base,item,3,0.07142857142857142,0.05952540975158416,0.02800172814057566,0.16133259160679406,0.835547371537579,nan,nan
REP01_E07,Fanar-1-9B,base,item,4,0.09523809523809523,0.0732467622567467,0.026065726191051884,0.17508664120394182,0.8464130536545459,nan,nan
REP01_E07,Fanar-1-9B,base,item,5,0.11904761904761904,0.09121212734791137,0.029145728102494287,0.20873605650009477,0.8479862872678822,nan,nan
REP01_E07,Fanar-1-9B,base,item,6,0.14285714285714285,0.09810917963550683,0.038439746910013256,0.21296187596578217,0.8585618676245135,nan,nan
REP01_E07,Fanar-1-9B,base,item,7,0.16666666666666666,0.09764351639048231,0.04997668652145337,0.2230478810093385,0.8574464404131178,nan,nan
REP01_E07,Fanar-1-9B,base,item,8,0.19047619047619047,0.09356914120964148,0.056493412524091347,0.2195543936409855,0.8556788665158097,nan,nan
REP01_E07,Fanar-1-9B,base,item,9,0.21428571428571427,0.08844082097036451,0.06735174342006557,0.21440540186346643,0.8562775297470098,nan,nan
REP01_E07,Fanar-1-9B,base,item,10,0.23809523809523808,0.09107185262187271,0.06460511916000047,0.21454102994823837,0.8597466559610986,nan,nan
REP01_E07,Fanar-1-9B,base,item,11,0.2619047619047619,0.08905925442897661,0.06658504719888597,0.21670395029138564,0.8566727147585109,nan,nan
REP01_E07,Fanar-1-9B,base,item,12,0.2857142857142857,0.0948342384901885,0.06981830233980443,0.22529930283495345,0.8566936373565478,nan,nan
REP01_E07,Fanar-1-9B,base,item,13,0.30952380952380953,0.09904668878655849,0.07058965193693753,0.22851044105524357,0.8531986937776492,nan,nan
REP01_E07,Fanar-1-9B,base,item,14,0.3333333333333333,0.09452866624341605,0.07469507518591428,0.22116576494532902,0.8485031812707277,nan,nan
REP01_E07,Fanar-1-9B,base,item,15,0.35714285714285715,0.08918012178228438,0.07589235716547418,0.21789647227689923,0.8401672981097634,nan,nan
REP01_E07,Fanar-1-9B,base,item,16,0.38095238095238093,0.08697261982699142,0.07798416776699757,0.21853263332531703,0.8432243380164594,nan,nan
REP01_E07,Fanar-1-9B,base,item,17,0.40476190476190477,0.0820500237217301,0.07676533715964022,0.208341389655577,0.8483297226950268,nan,nan
REP01_E07,Fanar-1-9B,base,item,18,0.42857142857142855,0.0807825920547916,0.07788752710352956,0.20816659843241855,0.8499889801093812,nan,nan
REP01_E07,Fanar-1-9B,base,item,19,0.4523809523809524,0.08235828149074569,0.07877499859895534,0.21058667863658712,0.8466141735360151,nan,nan
REP01_E07,Fanar-1-9B,base,item,20,0.47619047619047616,0.08137726426358508,0.0789389390860016,0.20961058603103389,0.8456495218689539,nan,nan
REP01_E07,Fanar-1-9B,base,item,21,0.5,0.08083813310867595,0.08108253497454669,0.2088346961706034,0.8498530857737324,nan,nan
REP01_E07,Fanar-1-9B,base,item,22,0.5238095238095238,0.08213196840525476,0.09242359268238659,0.2124345239618059,0.8501341271061069,nan,nan
REP01_E07,Fanar-1-9B,base,item,23,0.5476190476190477,0.09056087372366241,0.09310096496891178,0.22666090800595046,0.848237115657688,nan,nan
REP01_E07,Fanar-1-9B,base,item,24,0.5714285714285714,0.09991012683485294,0.0955001550737765,0.24436957001474643,0.8504006432072914,nan,nan
REP01_E07,Fanar-1-9B,base,item,25,0.5952380952380952,0.1065674986279996,0.09890769628033827,0.253505098593739,0.8496838923259888,nan,nan
REP01_E07,Fanar-1-9B,base,item,26,0.6190476190476191,0.10800246507793576,0.10578113027990196,0.25861670033572626,0.8496558736932273,nan,nan
REP01_E07,Fanar-1-9B,base,item,27,0.6428571428571429,0.11048288579426138,0.10689967334048937,0.26215504857322564,0.8484099431897227,nan,nan
REP01_E07,Fanar-1-9B,base,item,28,0.6666666666666666,0.11682171478930875,0.10191096785616857,0.2533957138017332,0.8534366240960722,nan,nan
REP01_E07,Fanar-1-9B,base,item,29,0.6904761904761905,0.11294106241535559,0.10042884227123741,0.25449045776661494,0.8509116380640139,nan,nan
REP01_E07,Fanar-1-9B,base,item,30,0.7142857142857143,0.10944355311235897,0.09432859747382608,0.25115531105021655,0.8527873487784798,nan,nan
REP01_E07,Fanar-1-9B,base,item,31,0.7380952380952381,0.10558516581342318,0.09072435911269994,0.25256798763281463,0.8542296652394599,nan,nan
REP01_E07,Fanar-1-9B,base,item,32,0.7619047619047619,0.10165675363889401,0.08589478344579334,0.2469766661568984,0.8561096789398528,nan,nan
REP01_E07,Fanar-1-9B,base,item,33,0.7857142857142857,0.1040972028025769,0.08254983280921652,0.2510976605124013,0.8566490102449231,nan,nan
REP01_E07,Fanar-1-9B,base,item,34,0.8095238095238095,0.10127284937500475,0.07326672187736046,0.2477112304610111,0.8549040944499628,nan,nan
REP01_E07,Fanar-1-9B,base,item,35,0.8333333333333334,0.10022122429633282,0.07498032252825396,0.24709883437089714,0.8553968317083864,nan,nan
REP01_E07,Fanar-1-9B,base,item,36,0.8571428571428571,0.10370673867073413,0.07293678860361315,0.2547745472932223,0.8548479156287074,nan,nan
REP01_E07,Fanar-1-9B,base,item,37,0.8809523809523809,0.1027441031798833,0.07512264449323226,0.25028444198685335,0.8553604940620663,nan,nan
REP01_E07,Fanar-1-9B,base,item,38,0.9047619047619048,0.10345472781757926,0.07695205048381308,0.2515033200439427,0.8560337394897031,nan,nan
REP01_E07,Fanar-1-9B,base,item,39,0.9285714285714286,0.10191025254033982,0.07509606707828494,0.24822228682612887,0.8552089474823369,nan,nan
